date,open,high,low,close,volume
2025-03-28 19:54:08.032567,3835.628885452459,3914.577373134584,3757.0732204258356,3868.9229159957736,8895437
2025-03-29 19:54:08.032567,3899.9034917190675,4006.4614168453727,3779.52093852934,3894.2545458669083,3509018
2025-03-30 19:54:08.032567,3967.6017284451086,4037.9491889785195,3866.644522355168,3962.0037397863775,9260193
2025-03-31 19:54:08.032567,3990.832817648618,4104.641969063724,3956.7773413870377,4008.8851482064683,5109580
2025-04-01 19:54:08.032567,4070.389375392053,4153.0587837664625,3996.8225159411295,4066.159067361434,3753830
2025-04-02 19:54:08.032567,4081.402219558694,4169.974688348259,4063.6401752875054,4108.022202582506,4011856
2025-04-03 19:54:08.032567,4139.800651926767,4198.382122354818,3999.8960099732503,4104.203906711943,5653790
2025-04-04 19:54:08.032567,4134.353421723783,4222.326048097508,3984.0717882235144,4099.597931516128,1161442
2025-04-05 19:54:08.032567,4075.662700080552,4175.507567895331,3944.1243065851254,4060.084004657791,1144618
2025-04-06 19:54:08.032567,4132.0283407104125,4223.411468110347,4076.8783670791026,4152.3252049330795,6632736
2025-04-07 19:54:08.032567,4105.647132065801,4154.607596081489,3970.4683776482884,4074.7659961470886,8886787
2025-04-08 19:54:08.032567,3962.5715429576835,4018.8947314785914,3851.906883005372,3929.4704859304284,3742059
2025-04-09 19:54:08.032567,3941.88405446762,4023.6963799591117,3888.253962095649,3943.528813456595,9921434
2025-04-10 19:54:08.032567,3962.236897752595,4005.7881931817087,3849.4327090776596,3964.9009303094654,6823240
2025-04-11 19:54:08.032567,3996.247149936658,4046.8142984522638,3916.1608513556266,3995.893925034842,2168908
2025-04-12 19:54:08.032567,3917.6412003012024,4050.7019367759985,3879.257570618105,3942.255577412816,2260441
2025-04-13 19:54:08.032567,4049.496232877705,4139.322013833558,3906.901907722783,4024.9297701595565,3630738
2025-04-14 19:54:08.032567,3981.6915915195373,4106.0705393446115,3943.1706222679286,3986.5726694425653,6854359
2025-04-15 19:54:08.032567,3943.957537829351,4014.1654063437486,3875.124426744641,3926.2132160067877,645404
2025-04-16 19:54:08.032567,3935.1631220400564,4038.264035896816,3864.1554713110227,3944.7996445457325,4606538
2025-04-17 19:54:08.032567,4069.3485892545696,4078.479553364013,3924.6822741124715,4036.3657827762804,1490891
2025-04-18 19:54:08.032567,4009.468634689595,4120.231188268601,3966.1873853129355,4014.3315891270977,3701956
2025-04-19 19:54:08.032567,4018.353679255343,4099.486008235049,3950.9514700240456,3995.0992715121333,6775129
2025-04-20 19:54:08.032567,3782.257834835848,3908.3435141206983,3744.028033980553,3819.9228312951454,6433119
2025-04-21 19:54:08.032567,3913.750335516817,3975.157905632432,3804.536466318754,3876.3730755775373,7064410
2025-04-22 19:54:08.032567,3811.1966133403566,3874.04612406675,3685.188857626678,3791.3670869922844,1312140
2025-04-23 19:54:08.032567,3935.5094565891472,4035.3982947318445,3889.245461926345,3950.1753522014783,7017802
2025-04-24 19:54:08.032567,3853.326182920819,3983.989920186797,3782.637609604194,3869.4966670182894,9739728
2025-04-25 19:54:08.032567,3897.5640078919087,3994.8881026259546,3869.336190746202,3923.494602707746,9349090
2025-04-26 19:54:08.032567,3952.875515377491,4075.317232948602,3903.930518446752,3980.803512373786,9527103
2025-04-27 19:54:08.032567,3859.6202761404525,4006.862333024767,3804.268212121534,3891.182620696328,3279268
2025-04-28 19:54:08.032567,4012.505088961162,4124.300724174777,3980.7280440085465,4026.7640898266977,3443246
2025-04-29 19:54:08.032567,4175.0447123279955,4235.7595301453275,4079.3716584911285,4176.6310851473445,4986041
2025-04-30 19:54:08.032567,4210.672750610412,4247.965988773869,4143.602943338753,4203.665125306391,165241
2025-05-01 19:54:08.032567,4276.153900097573,4348.986091923935,4199.322405340047,4265.55377155197,9494114
2025-05-02 19:54:08.032567,4315.631778825725,4378.489333025729,4267.516564067598,4317.608770774106,783019
2025-05-03 19:54:08.032567,4190.966382271934,4251.998022729518,4070.5052028990117,4180.6333817552,7523991
2025-05-04 19:54:08.032567,4075.325971922651,4212.160327270684,4005.566969197601,4102.9017117535495,5752867
2025-05-05 19:54:08.032567,4038.1580753264975,4174.388887133516,4005.919824622637,4066.063649622185,6632897
2025-05-06 19:54:08.032567,4116.415615668528,4185.222770544728,3985.077192322983,4092.0908084723455,1742842
2025-05-07 19:54:08.032567,4049.499013186086,4100.371775234991,3936.043316723627,4014.6298198220134,1473647
2025-05-08 19:54:08.032567,4055.135452196517,4113.417048122181,3945.3893162885906,4043.3762857612805,8524655
2025-05-09 19:54:08.032567,4049.2919227640396,4096.496842790129,3952.9924381713954,4034.607323279162,5937162
2025-05-10 19:54:08.032567,4020.8568732415415,4062.392612424672,3945.2624503240568,4021.775432536366,8932064
2025-05-11 19:54:08.032567,3993.6140074176083,4034.5363041150363,3873.78196781466,3993.263085669173,8578184
2025-05-12 19:54:08.032567,3984.74373432063,4021.482126980385,3862.9809471559956,3979.5857000856145,9336701
2025-05-13 19:54:08.032567,3966.9806130513757,4045.246200327716,3921.711210384965,3989.31663848638,4468548
2025-05-14 19:54:08.032567,4030.0449917123055,4152.561273757284,3980.915131215012,4070.6091190772054,253234
2025-05-15 19:54:08.032567,4124.527777173493,4163.813614547142,4037.249827253138,4092.8726193111447,9970474
2025-05-16 19:54:08.032567,4206.4946913209615,4299.210838259637,4130.243715463861,4227.81767748263,1368378
2025-05-17 19:54:08.032567,4017.6402947552483,4110.705044053017,3984.108029847613,4046.67075172437,492916
2025-05-18 19:54:08.032567,3921.956757537398,4028.7221909783793,3831.4518605717813,3926.482640336077,8059348
2025-05-19 19:54:08.032567,3901.474265865531,4027.6939511374303,3822.1817922990354,3929.519179661153,9024329
2025-05-20 19:54:08.032567,3874.325877377062,3975.9723839166786,3844.4993159662063,3883.780446976457,900172
2025-05-21 19:54:08.032567,3930.725725726584,3931.579424918396,3780.267820753538,3892.0551254850707,3795518
2025-05-22 19:54:08.032567,3848.021760918262,3905.761684124689,3774.6164042973423,3824.370010014345,7198448
2025-05-23 19:54:08.032567,3788.5695476291817,3902.9456852486487,3712.9777609613357,3801.6262475892886,6539454
2025-05-24 19:54:08.032567,3753.3668265730416,3868.6716298252145,3688.424538617873,3767.6873362937895,4665271
2025-05-25 19:54:08.032567,3852.5647573316596,3942.1857136551807,3759.5921686635043,3834.894765546931,8610579
2025-05-26 19:54:08.032567,3835.1700196937463,3877.172363655382,3729.658625139495,3826.2532898588024,4609405
2025-05-27 19:54:08.032567,3847.9580474024656,3901.6806941913433,3733.7030170393673,3848.430315967532,2797061
2025-05-28 19:54:08.032567,3836.452368893958,3899.9743056344887,3724.106385449279,3823.996191016956,7089665
2025-05-29 19:54:08.032567,3816.330565576189,3938.066707086795,3723.1909422904123,3834.920336359305,5935726
2025-05-30 19:54:08.032567,3767.031070469378,3793.691565316933,3672.82514034021,3748.1080540133116,5908699
2025-05-31 19:54:08.032567,3677.6102014524095,3696.4464728037506,3562.4130200478685,3649.326980057676,1996032
2025-06-01 19:54:08.032567,3639.705232249495,3712.8251041886074,3541.4978167328536,3644.2732694240026,8985621
2025-06-02 19:54:08.032567,3599.301531878044,3624.8470918092867,3482.7484694362124,3573.6675598963316,5807920
2025-06-03 19:54:08.032567,3546.74922482142,3677.485996499634,3487.8062131673496,3576.1709310990104,6002841
2025-06-04 19:54:08.032567,3645.194610488993,3707.388293898534,3611.8482413807205,3652.507916932686,8686066
2025-06-05 19:54:08.032567,3575.7918572395174,3663.4330212150676,3463.997153735605,3558.8502275566466,3424389
2025-06-06 19:54:08.032567,3588.1029457685695,3632.0016209088158,3480.1149208941583,3565.224661124423,3795099
2025-06-07 19:54:08.032567,3565.154169961495,3655.467339213978,3507.2355955594485,3576.42228749534,5635839
2025-06-08 19:54:08.032567,3574.011700040766,3619.6011236990107,3495.6856287712194,3549.267184095002,4939218
2025-06-09 19:54:08.032567,3567.787319431859,3637.3436935415975,3490.2565407379634,3543.488207207259,8314045
2025-06-10 19:54:08.032567,3615.643173779487,3739.6655828706666,3593.974349818079,3633.5121224886784,5471261
2025-06-11 19:54:08.032567,3682.088548594277,3719.640712542396,3625.6171651731756,3682.54185036459,9245326
2025-06-12 19:54:08.032567,3553.8568625571897,3591.0368510125327,3450.2672231245933,3535.660352843392,5505051
2025-06-13 19:54:08.032567,3500.4205430169814,3615.5086289208734,3450.443905740256,3520.0414691185497,2065553
2025-06-14 19:54:08.032567,3495.724969430578,3598.315728061107,3432.882260515165,3527.925425446478,8735077
2025-06-15 19:54:08.032567,3750.0803618453433,3851.8243884796257,3674.6258436873054,3758.5491549330495,2052826
2025-06-16 19:54:08.032567,3752.96532513119,3871.2450747189173,3686.9755144618525,3783.888276956338,7997200
2025-06-17 19:54:08.032567,3732.7541317646246,3796.635305186917,3657.4526750427676,3742.9844669964323,6575841
2025-06-18 19:54:08.032567,3642.7780495052652,3762.2498569978093,3587.9877501333713,3660.4740107818448,6591402
2025-06-19 19:54:08.032567,3556.5925678902727,3683.396582630254,3484.154317726041,3580.4414597252385,9047013
2025-06-20 19:54:08.032567,3584.556458673478,3655.819972323959,3544.8266582779984,3593.963018616993,5370249
2025-06-21 19:54:08.032567,3491.877966637449,3560.588096492421,3384.1478864031933,3464.4810781062297,5228490
2025-06-22 19:54:08.032567,3440.9986571772965,3549.003297691225,3403.2181954872344,3449.3049190957527,3308567
2025-06-23 19:54:08.032567,3308.1724981278367,3365.6224340562007,3259.927761478143,3314.111315221632,9385581
2025-06-24 19:54:08.032567,3320.400838433531,3389.3765514820875,3294.715167002638,3343.3559319967458,4103762
2025-06-25 19:54:08.032567,3297.8117044596593,3362.956926004675,3258.642021424919,3320.2596339412908,3762703
2025-06-26 19:54:08.032567,3292.61265308362,3335.324451116672,3209.4594642819397,3273.1503410606406,5679347
2025-06-27 19:54:08.032567,3303.3855197400067,3397.6437015397423,3245.5175411494242,3319.1032748585967,3606621
2025-06-28 19:54:08.032567,3336.1672015163244,3374.5272628660236,3252.94906069041,3309.569035906203,3657753
2025-06-29 19:54:08.032567,3287.7030373034863,3347.7827597843843,3215.175935393637,3266.777379084847,419505
2025-06-30 19:54:08.032567,3244.8883415870973,3353.385754948518,3188.8484609201078,3269.9081736573626,5326054
2025-07-01 19:54:08.032567,3208.4603589040144,3322.6213032992146,3195.4422087818402,3240.8286483239763,5280569
2025-07-02 19:54:08.032567,3333.420544199226,3404.154341883268,3241.3284348286456,3314.2520382250063,7182603
2025-07-03 19:54:08.032567,3267.0014263058406,3372.7563116476404,3198.7406747591945,3275.531278986429,2124333
2025-07-04 19:54:08.032567,3293.8375606394666,3335.0673556448364,3229.3414259742003,3284.6890877811293,5583549
2025-07-05 19:54:08.032567,3374.698872960191,3435.1080615679552,3300.928967727678,3341.882275648174,6118233
2025-07-06 19:54:08.032567,3464.3853015422965,3516.649352524895,3398.417662121029,3453.8531883220426,430221
2025-07-07 19:54:08.032567,3394.976394902319,3437.843951775722,3355.8413352582033,3402.8166372915352,6983511
2025-07-08 19:54:08.032567,3380.6149560337476,3457.353359209435,3359.05912214059,3397.628730204859,3953984
2025-07-09 19:54:08.032567,3361.4843558522857,3462.6495175224336,3304.731044091177,3369.2993027492853,590755
2025-07-10 19:54:08.032567,3241.6446566215395,3287.3236115107343,3189.9063798541974,3239.9282453030687,4730430
2025-07-11 19:54:08.032567,3205.4896534334302,3255.157439361928,3145.803215088242,3195.378908179448,5061851
2025-07-12 19:54:08.032567,3043.050515434517,3089.7978530372616,2961.312322925755,3039.1579332162305,1183310
2025-07-13 19:54:08.032567,3026.618261849147,3102.8711065362304,2964.513097075516,3020.849140726042,9483566
2025-07-14 19:54:08.032567,3026.9149334098147,3086.914763411873,2971.0063703191026,3022.2872198040795,9038117
2025-07-15 19:54:08.032567,3109.3476426201823,3140.292633816244,3046.196932296943,3105.4537440404415,5298747
2025-07-16 19:54:08.032567,3144.9205410323966,3194.3111415494063,3091.203126716674,3159.280584366047,2086363
