date,open,high,low,close,volume
2025-03-28 19:54:08.030076,2467.0094037413105,2524.044583296089,2396.0462697002044,2455.529970596123,2224420
2025-03-29 19:54:08.030076,2381.7715912004073,2432.4698580331647,2342.6206788060954,2389.955431257303,1106019
2025-03-30 19:54:08.030076,2482.8867219368594,2522.1750002962644,2435.1485585498503,2479.891417922103,1001540
2025-03-31 19:54:08.030076,2449.0407916104105,2514.0508339421417,2423.566867059454,2473.4698055034064,6433373
2025-04-01 19:54:08.030076,2434.1477499607195,2482.35813943902,2376.3842362438745,2414.8182197363376,5804906
2025-04-02 19:54:08.030076,2360.3098174084685,2413.1926113818254,2304.879138294253,2369.9357511653193,638320
2025-04-03 19:54:08.030076,2274.182779151746,2355.106023289936,2253.7201458859886,2287.1734254954313,4821088
2025-04-04 19:54:08.030076,2276.017757621578,2305.054042884883,2203.7725053073495,2263.652910815945,4731425
2025-04-05 19:54:08.030076,2297.2866117338795,2366.2965407652764,2247.6826377512807,2298.7531618421976,1190031
2025-04-06 19:54:08.030076,2328.2942992599133,2363.34246788481,2250.731043092353,2314.1603344543933,8096267
2025-04-07 19:54:08.030076,2226.396559627641,2282.007735695198,2183.4615150212026,2235.4261739740114,7965403
2025-04-08 19:54:08.030076,2340.8996750455867,2362.49386447195,2276.6701623199665,2328.7574182872086,5082690
2025-04-09 19:54:08.030076,2286.403298793189,2334.154550780551,2265.502524592261,2292.906256490805,7574644
2025-04-10 19:54:08.030076,2342.569604598163,2352.000372246278,2278.926119311139,2323.4559449581193,989401
2025-04-11 19:54:08.030076,2341.2201902151282,2371.302673006706,2304.798513292032,2331.897641497676,3288826
2025-04-12 19:54:08.030076,2250.1626215798465,2303.9293297558784,2221.916607417511,2267.464422583037,3315084
2025-04-13 19:54:08.030076,2256.770204917305,2274.852411605455,2207.038744614195,2237.785250722896,9888045
2025-04-14 19:54:08.030076,2239.166966541331,2284.5719561068954,2205.6234922413773,2257.054192604725,5972796
2025-04-15 19:54:08.030076,2319.525823905295,2355.0868734421288,2267.4232867119113,2298.1236561710084,7543899
2025-04-16 19:54:08.030076,2361.9398992166334,2403.810362773465,2285.2687024334637,2349.255246138755,6956484
2025-04-17 19:54:08.030076,2403.33582517231,2437.6228710804485,2341.0059057957988,2384.3715600112123,1199249
2025-04-18 19:54:08.030076,2249.284001196396,2277.3618328079665,2207.2201925311033,2243.3263978343753,2252197
