date,open,high,low,close,volume
2025-03-28 19:54:08.033382,1534.3394488248948,1569.4345155346452,1514.0915114980694,1531.9150361359311,172366
2025-03-29 19:54:08.033382,1539.912116488654,1576.754456358264,1517.4673537847614,1538.143640961273,7616450
2025-03-30 19:54:08.033382,1484.6153182560395,1514.7511598111341,1463.3468261327146,1482.309606403434,7750502
2025-03-31 19:54:08.033382,1446.1828920442517,1477.391504342021,1407.4377174552203,1439.707175749316,1218657
2025-04-01 19:54:08.033382,1478.115817193922,1486.9305425400487,1424.2876391351301,1465.159789669168,9708402
2025-04-02 19:54:08.033382,1452.7267217717795,1486.1217120541398,1429.5664390675695,1465.5144252691516,4993930
2025-04-03 19:54:08.033382,1476.0426748767848,1514.9368222863422,1452.8714931107584,1481.3592131135997,6037724
2025-04-04 19:54:08.033382,1488.0737584031444,1501.1891911846233,1465.8990425113602,1485.4789181449462,4550124
2025-04-05 19:54:08.033382,1557.3515469151732,1571.1732817083403,1528.338248330828,1554.4818800961448,7472581
2025-04-06 19:54:08.033382,1549.7529472739952,1597.973986142123,1541.7980554599872,1565.221950291702,8881469
2025-04-07 19:54:08.033382,1565.490324649869,1613.6924193427456,1535.7799811195866,1566.7974161139189,5275146
2025-04-08 19:54:08.033382,1567.1501499230596,1592.2741906901592,1546.3085708916205,1569.4086636185116,9061146
2025-04-09 19:54:08.033382,1579.5516662066316,1620.5374744807266,1558.2244460859142,1580.1190048962478,3668467
2025-04-10 19:54:08.033382,1556.2378128498458,1578.9687131334329,1537.0182175045059,1555.1631158578678,1825379
2025-04-11 19:54:08.033382,1545.7873760322798,1579.3651961654834,1499.9981371177794,1538.9295563514218,8626206
2025-04-12 19:54:08.033382,1538.149306912408,1544.0623083776284,1507.268933274059,1527.5119377153344,4828293
2025-04-13 19:54:08.033382,1497.892658775281,1504.463464275168,1447.6143247359219,1485.4594814111142,508053
2025-04-14 19:54:08.033382,1453.168950133831,1482.8126502031391,1430.080962614921,1456.159649183467,827596
2025-04-15 19:54:08.033382,1454.8416966769628,1471.2269716223855,1422.8394266529024,1448.4082464107778,6938332
2025-04-16 19:54:08.033382,1445.438585316399,1493.0856660195523,1424.643472825816,1459.9668073320977,5359369
2025-04-17 19:54:08.033382,1443.0353678215295,1459.5708499284278,1405.1108071651174,1432.2982674944165,6319768
2025-04-18 19:54:08.033382,1452.3290660151736,1471.343333905174,1414.14292041657,1446.6357419899828,7118145
