date,value,indicator,unit
2023-12-31 19:54:04.006921,4.398020974898369,gdp_growth,%
2024-01-31 19:54:04.006921,4.348518666753089,gdp_growth,%
2024-02-29 19:54:04.006921,4.041873466086836,gdp_growth,%
2024-03-31 19:54:04.006921,3.6606364094099164,gdp_growth,%
2024-04-30 19:54:04.006921,4.955124282956081,gdp_growth,%
2024-05-31 19:54:04.006921,4.649303286793249,gdp_growth,%
2024-06-30 19:54:04.006921,4.343631544479247,gdp_growth,%
2024-07-31 19:54:04.006921,4.85832841265087,gdp_growth,%
2024-08-31 19:54:04.006921,4.702079132439748,gdp_growth,%
2024-09-30 19:54:04.006921,4.97400967267357,gdp_growth,%
2024-10-31 19:54:04.006921,5.155096835994224,gdp_growth,%
2024-11-30 19:54:04.006921,5.054117597967491,gdp_growth,%
2024-12-31 19:54:04.006921,4.659702176062904,gdp_growth,%
2025-01-31 19:54:04.006921,5.423910248610681,gdp_growth,%
2025-02-28 19:54:04.006921,5.797573725729452,gdp_growth,%
2025-03-31 19:54:04.006921,4.571126690343437,gdp_growth,%
2025-04-30 19:54:04.006921,5.334950922578256,gdp_growth,%
2025-05-31 19:54:04.006921,5.352970723014295,gdp_growth,%
2025-06-30 19:54:04.006921,5.921923923162416,gdp_growth,%
2025-07-31 19:54:04.006921,5.762539534057809,gdp_growth,%
2025-08-31 19:54:04.006921,6.277776820413218,gdp_growth,%
2025-09-30 19:54:04.006921,6.909384100726474,gdp_growth,%
2025-10-31 19:54:04.006921,6.657785464074669,gdp_growth,%
2025-11-30 19:54:04.006921,6.07772499504015,gdp_growth,%
