date,value
2025-09-05 16:46:29.937580,83.11761615551485
2025-09-06 16:46:29.937580,83.2136202066121
2025-09-07 16:46:29.937580,83.42461916825654
2025-09-08 16:46:29.937580,83.55156801781253
2025-09-09 16:46:29.937580,83.41611678288591
2025-09-10 16:46:29.937580,83.38289166113309
2025-09-11 16:46:29.937580,83.15952394205341
2025-09-12 16:46:29.937580,83.60330580610757
2025-09-13 16:46:29.937580,83.68410472915987
2025-09-14 16:46:29.937580,83.54429369491517
2025-09-15 16:46:29.937580,83.62395652225705
2025-09-16 16:46:29.937580,83.75691815154036
2025-09-17 16:46:29.937580,83.83481319931096
2025-09-18 16:46:29.937580,83.86844658164185
2025-09-19 16:46:29.937580,83.63112874572536
2025-09-20 16:46:29.937580,83.76740858948918
2025-09-21 16:46:29.937580,83.64603717177222
2025-09-22 16:46:29.937580,83.67217229894874
2025-09-23 16:46:29.937580,83.53468372291586
2025-09-24 16:46:29.937580,83.71790936255248
2025-09-25 16:46:29.937580,84.15338959443388
2025-09-26 16:46:29.937580,84.03135380504843
2025-09-27 16:46:29.937580,83.70235357706615
2025-09-28 16:46:29.937580,83.99722042853006
2025-09-29 16:46:29.937580,83.92907068057644
2025-09-30 16:46:29.937580,84.10128694208721
2025-10-01 16:46:29.937580,84.1901061581571
2025-10-02 16:46:29.937580,84.43152923205595
2025-10-03 16:46:29.937580,84.42935099466274
2025-10-04 16:46:29.937580,84.48594680495329
2025-10-05 16:46:29.937580,84.2456214708022
2025-10-06 16:46:29.937580,84.60560256371086
2025-10-07 16:46:29.937580,84.91187006899763
2025-10-08 16:46:29.937580,84.74236291504837
2025-10-09 16:46:29.937580,85.09156834006643
2025-10-10 16:46:29.937580,85.11334011440671
2025-10-11 16:46:29.937580,85.21380649375601
2025-10-12 16:46:29.937580,85.17303917758183
2025-10-13 16:46:29.937580,84.99534515251173
2025-10-14 16:46:29.937580,85.15778662241664
2025-10-15 16:46:29.937580,85.23785829170565
2025-10-16 16:46:29.937580,85.1322689724573
2025-10-17 16:46:29.937580,84.97646991510403
2025-10-18 16:46:29.937580,85.07173284168476
2025-10-19 16:46:29.937580,85.11639372533435
2025-10-20 16:46:29.937580,84.95020833263476
2025-10-21 16:46:29.937580,84.99701545517567
2025-10-22 16:46:29.937580,85.07744783968798
2025-10-23 16:46:29.937580,85.02555135205058
2025-10-24 16:46:29.937580,85.10283472053965
2025-10-25 16:46:29.937580,85.37335579214998
2025-10-26 16:46:29.937580,85.6731441451685
2025-10-27 16:46:29.937580,85.84870505045333
2025-10-28 16:46:29.937580,85.80287584321945
2025-10-29 16:46:29.937580,85.77743354932483
2025-10-30 16:46:29.937580,85.83828385558549
2025-10-31 16:46:29.937580,86.01035270949134
2025-11-01 16:46:29.937580,85.67175000190181
2025-11-02 16:46:29.937580,85.67217073028557
2025-11-03 16:46:29.937580,85.8061952925159
2025-11-04 16:46:29.937580,85.70279215608548
2025-11-05 16:46:29.937580,85.45055701558056
2025-11-06 16:46:29.937580,85.54671925173592
2025-11-07 16:46:29.937580,85.58501411396215
2025-11-08 16:46:29.937580,85.4915233919785
2025-11-09 16:46:29.937580,85.51942554845374
2025-11-10 16:46:29.937580,85.52911844339322
2025-11-11 16:46:29.937580,85.70242725802007
2025-11-12 16:46:29.937580,85.85990932047751
2025-11-13 16:46:29.937580,85.9948647368724
2025-11-14 16:46:29.937580,85.98579130733269
2025-11-15 16:46:29.937580,86.17206273256843
2025-11-16 16:46:29.937580,86.61914604919038
2025-11-17 16:46:29.937580,86.71272846206597
2025-11-18 16:46:29.937580,86.52482258526257
2025-11-19 16:46:29.937580,86.53813510691522
2025-11-20 16:46:29.937580,86.43633159940114
2025-11-21 16:46:29.937580,86.51765329683349
2025-11-22 16:46:29.937580,86.57112545148755
2025-11-23 16:46:29.937580,86.53178296162127
2025-11-24 16:46:29.937580,86.50871283030912
2025-11-25 16:46:29.937580,86.34569516227933
2025-11-26 16:46:29.937580,85.87653075405444
2025-11-27 16:46:29.937580,85.92227587951956
2025-11-28 16:46:29.937580,85.87075442767369
2025-11-29 16:46:29.937580,85.62738274726425
2025-11-30 16:46:29.937580,85.6476870700305
2025-12-01 16:46:29.937580,85.39399546627314
2025-12-02 16:46:29.937580,85.3636454819252
2025-12-03 16:46:29.937580,85.33056928535163
