date,value,indicator,unit
2023-12-31 19:54:04.010521,81.32269188531652,rupee_dollar,INR
2024-01-31 19:54:04.010521,81.03121539997356,rupee_dollar,INR
2024-02-29 19:54:04.010521,80.97009339673018,rupee_dollar,INR
2024-03-31 19:54:04.010521,80.53650034542108,rupee_dollar,INR
2024-04-30 19:54:04.010521,80.45913436913676,rupee_dollar,INR
2024-05-31 19:54:04.010521,81.68755594048882,rupee_dollar,INR
2024-06-30 19:54:04.010521,81.38851164840582,rupee_dollar,INR
2024-07-31 19:54:04.010521,81.93503187272759,rupee_dollar,INR
2024-08-31 19:54:04.010521,81.26976804574625,rupee_dollar,INR
2024-09-30 19:54:04.010521,82.43720598954198,rupee_dollar,INR
2024-10-31 19:54:04.010521,81.38136056151704,rupee_dollar,INR
2024-11-30 19:54:04.010521,82.66151012550183,rupee_dollar,INR
2024-12-31 19:54:04.010521,82.15253821996394,rupee_dollar,INR
2025-01-31 19:54:04.010521,82.60042680890454,rupee_dollar,INR
2025-02-28 19:54:04.010521,82.37204116778656,rupee_dollar,INR
2025-03-31 19:54:04.010521,82.19259382066149,rupee_dollar,INR
2025-04-30 19:54:04.010521,82.02825452002381,rupee_dollar,INR
2025-05-31 19:54:04.010521,82.13565749677427,rupee_dollar,INR
2025-06-30 19:54:04.010521,83.12382747061312,rupee_dollar,INR
2025-07-31 19:54:04.010521,82.22516186461688,rupee_dollar,INR
2025-08-31 19:54:04.010521,82.03255440789421,rupee_dollar,INR
2025-09-30 19:54:04.010521,82.291593864604,rupee_dollar,INR
2025-10-31 19:54:04.010521,83.16658321660418,rupee_dollar,INR
2025-11-30 19:54:04.010521,82.11354415307486,rupee_dollar,INR
